Month,Day,Time,State,F Scale,Injuries,Fatalities,PropLoss,Length,Width,NumberStates,F0
4,2,15:17:00,LA,0,0,0,0,0,0,1,Yes
4,2,15:18:00,LA,2,0,0,600000,1.09,440,1,No
4,2,15:22:00,LA,2,1,0,525000,13.77,880,1,No
4,2,15:48:00,LA,1,0,0,75000,3.69,300,1,No
4,2,15:49:00,LA,1,0,0,220000,3.78,880,1,No
4,2,15:57:00,LA,1,0,0,150000,0.99,600,1,No
4,2,16:09:00,LA,2,2,0,300000,5.83,616,1,No
4,2,16:41:00,LA,0,0,0,2000,1.4,100,1,Yes
4,2,23:57:00,MS,1,0,0,200000,17.48,1056,1,No
4,3,3:03:00,LA,1,0,0,0,1.2,50,1,No
4,3,3:14:00,LA,1,0,0,0,1.76,100,1,No
4,3,7:54:00,AL,0,0,0,2000,0.05,25,1,Yes
4,3,8:58:00,GA,1,0,0,50000,2.37,300,1,No
4,3,9:28:00,GA,1,0,0,100000,4.07,150,1,No
4,3,9:42:00,GA,1,0,0,100000,3.27,175,1,No
4,3,10:10:00,GA,0,0,0,100000,1.56,150,1,Yes
4,3,10:16:00,GA,0,0,0,20000,1.35,100,1,Yes
4,3,10:17:00,GA,1,0,0,75000,4.61,350,1,No
4,3,10:18:00,GA,0,0,0,25000,2.23,75,1,Yes
4,3,10:26:00,GA,1,0,0,50000,3.65,200,1,No
4,3,10:29:00,GA,0,0,0,15000,3.88,150,1,Yes
4,3,10:35:00,GA,0,0,0,50000,0.59,150,1,Yes
4,3,10:36:00,GA,0,0,0,30000,1.74,75,1,Yes
4,3,10:44:00,GA,1,0,0,20000,6.67,150,1,No
4,3,10:46:00,GA,1,0,0,500000,5.48,200,1,No
4,3,10:52:00,GA,0,0,0,50000,1.77,250,1,Yes
4,3,11:06:00,GA,1,0,0,300000,8.13,300,1,No
4,3,11:30:00,GA,1,0,0,175000,9.23,600,1,No
4,3,11:40:00,GA,0,0,0,50000,2.94,100,1,Yes
4,3,11:51:00,SC,0,0,0,0,0.09,40,1,Yes
4,3,11:56:00,GA,1,0,0,30000,5.8,440,1,No
4,3,12:03:00,GA,2,0,0,100000,3.26,200,1,No
4,3,12:06:00,GA,1,0,0,170000,7.91,350,1,No
4,3,12:10:00,GA,0,0,0,0,0.01,10,1,Yes
4,3,12:13:00,SC,0,0,0,50000,2.84,50,1,Yes
4,3,12:16:00,GA,0,0,0,25000,4.11,90,1,Yes
4,3,12:21:00,GA,0,0,0,20000,3.26,200,1,Yes
4,3,12:26:00,GA,0,0,0,30000,6.57,150,1,Yes
4,3,12:28:00,GA,0,0,0,30000,0.17,100,1,Yes
4,3,12:36:00,GA,1,0,0,30000,5.72,250,1,No
4,3,12:49:00,SC,0,0,0,20000,0.74,75,1,Yes
4,3,12:56:00,GA,0,0,0,10000,0.39,150,1,Yes
4,3,13:00:00,GA,1,0,0,75000,7.52,300,1,No
4,3,13:21:00,SC,1,0,1,50000,0.74,150,1,No
4,3,13:30:00,SC,0,0,0,0,0.01,50,1,Yes
4,3,14:08:00,SC,0,0,0,0,0.06,25,1,Yes
4,3,14:14:00,SC,1,0,0,0,0.87,100,1,No
4,3,14:43:00,SC,0,0,0,0,0.28,240,1,Yes
4,3,15:11:00,SC,2,0,0,0,6.72,600,1,No
4,4,17:48:00,MO,2,0,0,1100000,16.5,300,1,No
4,4,18:56:00,MO,1,0,0,15000,1.5,200,1,No
4,4,20:34:00,AR,1,0,0,80000,5,200,1,No
4,5,9:49:00,AL,2,0,0,600000,10.36,1140,2,No
4,5,9:49:00,AL,2,0,0,500000,2.66,1140,2,No
4,5,9:59:00,GA,2,0,0,100000,7.7,1140,2,No
4,5,10:03:00,GA,1,0,0,20000,3.98,350,1,No
4,5,10:09:00,GA,1,0,0,40000,2.94,350,1,No
4,5,10:27:00,GA,2,0,0,150000,16.86,1320,1,No
4,5,11:17:00,SC,2,1,0,0,7.2,1000,1,No
4,5,11:40:00,GA,0,0,0,30000,3.16,150,1,Yes
4,5,11:55:00,GA,1,0,0,150000,8.77,200,1,No
4,5,12:06:00,SC,0,0,0,0,0.01,75,1,Yes
4,5,13:05:00,GA,1,0,0,200000,4.1,350,1,No
4,5,13:10:00,IL,1,0,0,35000,0.1,25,1,No
4,5,13:38:00,GA,2,0,0,170000,20.19,400,1,No
4,5,14:47:00,TN,1,0,0,50000,7.1,150,1,No
4,5,15:44:00,AL,0,0,0,0,0.25,75,1,Yes
4,5,15:54:00,KY,1,0,0,100000,1.72,100,1,No
4,5,15:59:00,TN,1,1,0,50000,3.4,125,1,No
4,5,16:04:00,IN,1,0,0,65000,1.2,90,1,No
4,5,16:11:00,KY,1,0,0,150000,0.69,50,1,No
4,5,16:12:00,KY,1,0,0,75000,0.39,50,1,No
4,5,16:16:00,KY,1,0,0,100000,0.75,250,1,No
4,5,16:51:00,OH,0,0,0,30000,0.08,40,1,Yes
4,5,16:58:00,OH,0,0,0,50000,0.11,40,1,Yes
4,5,19:39:00,AL,1,0,0,0,1.96,125,1,No
4,5,22:20:00,SC,0,0,0,0,0.14,50,1,Yes
4,5,22:30:00,SC,0,0,0,1000,0.06,30,1,Yes
4,6,7:51:00,FL,2,0,0,250000,4.12,150,1,No
4,6,8:18:00,FL,0,0,0,5000,1.61,10,1,Yes
4,6,8:30:00,FL,0,1,0,110000,7.43,20,1,Yes
4,6,10:09:00,VA,1,0,0,150000,3.71,200,1,No
4,6,10:29:00,VA,0,0,0,0,2.63,175,1,Yes
4,6,10:58:00,VA,0,0,0,0,0.86,50,1,Yes
4,6,11:08:00,VA,0,0,0,0,0.86,75,1,Yes
4,6,11:08:00,VA,0,0,0,0,0.86,75,1,Yes
4,6,11:09:00,VA,0,0,0,100000,4.4,100,1,Yes
4,6,11:34:00,VA,0,0,0,0,3.2,25,1,Yes
4,6,11:39:00,VA,0,0,0,0,4.91,50,2,Yes
4,6,11:39:00,VA,0,0,0,0,1.93,50,2,Yes
4,6,11:42:00,DC,0,0,0,0,2.98,50,2,Yes
4,6,11:41:00,DC,0,1,0,0,1.56,25,1,Yes
4,9,19:51:00,NE,0,0,0,0,0.13,10,1,Yes
4,9,23:54:00,WI,1,0,0,0,0.44,100,1,No
4,10,18:10:00,TX,1,0,0,0,0.47,100,1,No
4,10,18:35:00,TX,1,0,0,25000,1.83,250,1,No
4,10,18:36:00,MI,1,0,0,210000,5.33,220,1,No
4,10,21:45:00,TX,0,0,0,40000,0.72,80,1,Yes
4,12,16:13:00,CO,-9,0,0,0,0.86,75,1,No
4,13,14:22:00,TX,0,0,0,0,0.3,50,1,Yes
4,13,18:00:00,OR,0,0,0,0,0.07,10,1,Yes
4,14,16:59:00,TX,-9,0,0,0,3.09,50,1,No
4,14,17:19:00,TX,0,0,0,9000,0.39,25,1,Yes
4,14,17:27:00,TX,0,0,0,30000,1.95,50,1,Yes
4,14,17:33:00,NM,0,0,0,0,0.46,40,1,Yes
4,14,17:36:00,TX,3,0,0,1000000,3.55,1936,1,No
4,14,18:45:00,TX,-9,0,0,0,0.5,10,1,No
4,14,19:04:00,TX,-9,0,0,0,0.08,10,1,No
4,14,22:25:00,TX,-9,0,0,0,0.91,50,1,No
4,15,15:58:00,NE,0,0,0,0,1.47,50,1,Yes
4,15,17:38:00,KS,0,0,0,0,0.62,50,1,Yes
4,15,18:05:00,KS,0,0,0,0,0.21,50,1,Yes
4,15,18:25:00,MO,0,0,0,0,0.03,10,1,Yes
4,15,18:25:00,KS,0,0,0,0,1.7,25,1,Yes
4,15,19:50:00,IA,1,0,0,10000,3.22,25,1,No
4,16,17:43:00,OK,-9,0,0,0,0.5,30,1,No
4,16,18:09:00,OK,-9,0,0,0,0.1,30,1,No
4,16,18:42:00,OK,-9,0,0,0,2,30,1,No
4,18,11:15:00,MS,0,0,0,0,0.02,40,1,Yes
4,20,17:35:00,IN,1,0,0,35000,2.79,40,1,No
4,20,17:47:00,PA,0,0,0,10000,0.35,20,1,Yes
4,21,18:22:00,TX,0,0,0,0,0.29,25,1,Yes
4,22,13:45:00,MS,1,0,0,100000,6.46,200,1,No
4,22,14:20:00,MS,0,0,0,100000,8.99,200,2,Yes
4,22,14:20:00,MS,0,0,0,100000,2.67,100,2,Yes
4,22,14:28:00,AL,0,0,0,0,6.32,200,2,Yes
4,22,16:40:00,AL,0,0,0,0,2.19,200,1,Yes
4,22,16:40:00,AL,1,0,0,0,4.39,200,1,No
4,25,21:13:00,OK,0,0,0,4000,0.7,50,1,Yes
4,25,21:50:00,OK,0,0,0,5000,1.25,30,1,Yes
4,25,22:33:00,OK,1,0,0,75000,6.4,550,1,No
4,25,22:34:00,OK,1,0,0,40000,4.1,600,1,No
4,25,22:46:00,OK,1,0,0,25000,10.2,400,1,No
4,26,0:22:00,AR,1,0,0,185000,15.69,1500,2,No
4,26,0:22:00,AR,1,0,0,100000,13.1,1500,2,No
4,26,0:34:00,MO,1,0,0,85000,2.59,100,2,No
4,26,9:04:00,AR,0,0,0,200000,0.51,50,1,Yes
4,26,18:12:00,KY,1,0,0,500000,12.34,150,1,No
4,26,21:31:00,MS,1,0,0,120000,10.55,600,1,No
4,27,8:03:00,AL,1,0,0,0,5.59,250,1,No
4,27,10:25:00,AL,1,0,0,0,4.89,150,1,No
4,27,11:15:00,GA,2,0,0,317000,21.71,700,1,No
4,27,15:18:00,AL,0,0,0,0,1.18,75,1,Yes
4,27,16:59:00,AL,0,3,0,0,1.28,175,1,Yes
4,27,17:21:00,KS,0,0,0,0,1.48,50,1,Yes
4,28,21:36:00,OK,2,0,0,150000,8.1,750,1,No
4,28,21:53:00,KY,1,0,0,200000,1.29,250,1,No
4,29,13:24:00,LA,1,0,0,200000,1.96,290,1,No
4,29,14:16:00,AR,1,1,0,400000,1.89,100,1,No
4,29,14:31:00,MO,0,0,0,0,3.85,100,1,Yes
4,29,15:02:00,IL,1,0,0,0,2.36,50,1,No
4,29,15:15:00,TX,0,0,0,0,1.55,100,1,Yes
4,29,15:17:00,OK,1,0,0,20000,7.3,600,1,No
4,29,15:20:00,IL,0,0,0,0,0.68,10,1,Yes
4,29,15:57:00,AR,1,0,0,50000,5.5,300,1,No
4,29,16:10:00,TX,0,0,0,60000,1.8,75,1,Yes
4,29,16:29:00,TX,4,25,2,1200000,21.42,1760,1,No
4,29,16:51:00,TX,2,10,0,600000,11.68,100,1,No
4,29,17:08:00,TX,3,24,2,670000,39.71,1760,1,No
4,29,17:32:00,TX,0,0,0,10000,8.57,100,1,Yes
4,29,18:13:00,TX,0,0,0,5000,0.88,80,1,Yes
4,29,19:45:00,TX,1,0,0,25000,2.99,570,1,No
4,29,19:48:00,TX,1,0,0,30000,0.3,190,1,No
4,29,23:37:00,AR,1,0,0,80000,5.86,100,1,No
4,29,23:57:00,AR,1,0,0,5000,0.76,80,1,No
4,30,0:25:00,AR,1,0,0,100000,2.84,100,1,No
4,30,0:56:00,AR,1,0,0,20000,1.96,50,2,No
4,30,0:56:00,AR,1,0,0,20000,1.65,50,2,No
4,30,0:57:00,MO,1,0,0,0,0.31,50,2,No
4,30,1:07:00,AR,1,0,0,300000,5.6,150,1,No
4,30,1:08:00,MO,1,0,0,250000,1.2,100,1,No
4,30,1:15:00,AR,1,0,0,10000,5.12,400,1,No
4,30,1:52:00,MO,2,0,0,60000,4.04,150,1,No
4,30,2:07:00,LA,1,0,0,50000,6.87,1760,1,No
4,30,3:20:00,LA,1,0,0,110000,0.63,95,1,No
4,30,3:44:00,LA,1,0,0,100000,5.71,50,1,No
4,30,4:50:00,AR,0,0,0,50000,1.13,75,1,Yes
4,30,5:14:00,MS,2,0,0,400000,3.44,440,1,No
4,30,6:13:00,LA,1,0,0,100000,9.24,440,2,No
4,30,6:13:00,LA,1,0,0,50000,7.3,200,2,No
4,30,6:24:00,MS,1,0,0,50000,1.94,440,2,No
4,30,6:24:00,MS,1,0,0,300000,14.44,440,1,No
4,30,6:30:00,MS,2,0,0,530000,19.9,880,1,No
4,30,7:01:00,MS,0,0,0,50000,5.17,100,1,Yes
4,30,7:10:00,MS,1,0,0,115000,6.12,300,1,No
4,30,7:14:00,MS,1,0,0,50000,2.73,900,1,No
4,30,7:22:00,MS,1,0,0,300000,20.34,880,1,No
4,30,7:23:00,MS,1,0,0,70000,1.07,150,1,No
4,30,7:23:00,MS,1,0,0,95000,7.14,1800,1,No
4,30,7:28:00,MS,1,0,0,150000,2.04,500,1,No
4,30,7:46:00,TN,0,0,0,100000,2.1,100,1,Yes
4,30,7:50:00,MS,1,0,0,40000,6.02,400,1,No
4,30,7:51:00,MS,1,0,0,20000,5.04,1500,1,No
4,30,7:54:00,MS,2,0,0,2300000,21.7,1700,1,No
4,30,8:06:00,MS,1,0,0,130000,6.88,1003,1,No
4,30,8:16:00,MS,2,0,1,3800000,23.4,1900,1,No
4,30,8:38:00,MS,1,0,0,40000,9.14,400,1,No
4,30,8:41:00,MS,0,0,0,50000,4.28,100,1,Yes
4,30,8:42:00,MS,1,0,0,30000,3.04,600,1,No
4,30,8:42:00,MS,1,0,0,60000,3.85,600,1,No
4,30,8:51:00,MS,0,0,0,40000,2.63,250,1,Yes
4,30,8:58:00,MS,2,0,0,2150000,15.49,1936,1,No
4,30,9:11:00,MS,1,0,0,4000000,6.63,970,1,No
4,30,9:13:00,MS,1,0,0,40000,5.63,800,1,No
4,30,9:14:00,MS,1,0,0,75000,6.76,650,1,No
4,30,9:17:00,MS,0,0,0,20000,0.29,50,1,Yes
4,30,9:18:00,MS,1,0,0,30000,7.44,600,1,No
4,30,9:26:00,MS,1,0,0,200000,2.7,50,1,No
4,30,10:37:00,MS,1,0,0,375000,3.82,440,1,No
4,30,12:15:00,LA,1,0,0,0,0.9,50,1,No
4,30,12:50:00,LA,0,0,0,0,0.3,40,1,Yes
4,30,13:12:00,AL,0,0,0,0,10.05,215,1,Yes
5,1,8:07:00,GA,0,0,0,12000,0.46,50,1,Yes
5,1,8:24:00,GA,0,0,0,25000,2.36,150,1,Yes
5,1,12:30:00,PA,0,0,0,20000,2.86,50,1,Yes
5,1,12:56:00,PA,0,0,0,5000,0.38,50,1,Yes
5,1,13:09:00,PA,0,0,0,15000,0.88,75,1,Yes
5,1,13:25:00,PA,0,0,0,10000,0.54,100,1,Yes
5,1,13:27:00,PA,0,0,0,10000,0.75,75,1,Yes
5,1,13:27:00,PA,1,0,0,50000,2.23,100,1,No
5,1,13:54:00,NC,0,0,0,10000,2.67,50,1,Yes
5,1,14:08:00,PA,1,0,0,0,1.68,200,1,No
5,1,16:44:00,PA,1,1,0,200000,1.1,100,1,No
5,2,15:30:00,FL,0,0,0,0,0.25,25,1,Yes
5,3,15:14:00,TX,1,0,0,500000,8.37,1500,1,No
5,3,16:31:00,TX,0,0,0,100000,5.74,300,1,Yes
5,4,11:25:00,GA,0,0,0,0,0.02,35,1,Yes
5,4,12:04:00,GA,1,0,0,0,1.9,60,1,No
5,4,12:20:00,GA,1,0,0,0,1,70,1,No
5,4,15:50:00,GA,1,5,0,0,2.78,120,1,No
5,4,17:46:00,SC,1,0,0,0,12.52,440,1,No
5,4,18:15:00,SC,1,0,0,0,6.03,125,1,No
5,4,18:26:00,SC,1,0,0,0,2.02,150,1,No
5,4,19:01:00,SC,1,0,0,0,3.08,150,1,No
5,4,19:12:00,GA,0,0,0,50000,0.11,50,1,Yes
5,4,19:37:00,SC,1,0,0,80000,2.07,75,1,No
5,4,19:40:00,GA,0,0,0,15000,1.1,80,1,Yes
5,4,20:07:00,SC,1,1,0,60000,0.86,75,1,No
5,4,20:27:00,SC,0,0,0,0,0.2,75,1,Yes
5,5,1:12:00,NC,0,0,0,4000000,3.26,375,1,Yes
5,5,2:04:00,VA,0,0,0,15000,0.3,100,1,Yes
5,5,3:21:00,NC,1,0,0,100000,1,250,1,No
5,5,3:40:00,VA,1,0,0,200000,14.79,75,1,No
5,5,4:13:00,VA,0,0,0,20000,1.01,75,1,Yes
5,5,4:40:00,VA,0,0,0,100000,0.38,75,1,Yes
5,5,4:50:00,VA,1,0,0,450000,2.42,300,1,No
5,5,5:09:00,VA,1,0,0,38000,2.31,150,1,No
5,5,5:27:00,NC,0,0,0,205000,11.71,100,1,Yes
5,5,6:02:00,NC,0,0,0,20000,8.12,75,1,Yes
5,5,6:17:00,VA,1,0,0,0,0.87,100,1,No
5,5,7:19:00,VA,1,0,0,0,1.18,10,1,No
5,5,17:55:00,VA,0,0,0,6000,4.91,75,1,Yes
5,7,14:30:00,CA,0,0,0,0,0.01,50,1,Yes
5,8,14:24:00,CO,1,0,0,0,0.19,100,1,No
5,8,18:17:00,NM,0,0,0,0,0.2,40,1,Yes
5,9,12:15:00,NM,0,0,0,0,4.9,40,1,Yes
5,9,12:25:00,NM,0,0,0,0,0.31,40,1,Yes
5,9,12:55:00,NM,0,0,0,0,0.07,30,1,Yes
5,9,16:00:00,NM,0,0,0,0,3.49,50,1,Yes
5,9,18:11:00,CO,-9,0,0,0,1.18,50,1,No
5,9,18:46:00,TX,-9,0,0,0,0.01,20,1,No
5,9,19:45:00,TX,-9,0,0,0,0.01,15,1,No
5,9,20:31:00,TX,-9,0,0,0,0.01,30,1,No
5,10,2:27:00,TX,1,0,0,0,2.8,180,1,No
5,10,3:01:00,TX,1,0,0,0,2.65,50,1,No
5,10,12:37:00,NM,0,0,0,0,1.66,50,1,Yes
5,10,13:46:00,IA,0,0,0,0,2.77,50,1,Yes
5,10,13:54:00,TX,-9,0,0,0,0.01,10,1,No
5,10,14:37:00,TX,-9,0,0,0,0.01,10,1,No
5,10,14:58:00,TX,-9,0,0,0,1.05,25,1,No
5,10,15:44:00,TX,-9,0,0,0,0.36,50,1,No
5,10,18:49:00,IL,0,0,0,8000,0.1,20,1,Yes
5,10,19:05:00,OK,0,0,0,0,0.3,30,1,Yes
5,10,19:31:00,OK,-9,0,0,0,0.3,50,1,No
5,10,19:36:00,OK,-9,0,0,0,2,100,1,No
5,10,21:58:00,TX,-9,0,0,0,0.1,10,1,No
5,10,23:34:00,MO,0,0,0,100000,1,100,1,Yes
5,11,13:01:00,OK,1,0,0,500000,1.5,300,1,No
5,11,13:27:00,OK,1,0,0,0,3.1,350,1,No
5,11,14:13:00,OK,-9,0,0,0,0.1,50,1,No
5,11,14:55:00,TX,0,0,0,4000,2.09,50,1,Yes
5,11,16:11:00,OK,0,0,0,0,0.1,50,1,Yes
5,11,17:09:00,TX,1,0,0,60000,1.28,175,1,No
5,11,17:23:00,TX,1,0,0,50000,2.69,220,1,No
5,11,18:03:00,TX,1,0,0,15000,5.3,280,1,No
5,11,19:15:00,LA,1,0,0,10000,2.32,215,1,No
5,11,19:31:00,LA,1,0,0,0,0.76,110,1,No
5,11,19:33:00,TX,2,0,0,1025000,4.57,800,1,No
5,12,3:06:00,LA,1,0,0,15000,3.04,267,1,No
5,12,8:01:00,LA,0,0,0,10000,0.14,40,1,Yes
5,12,8:01:00,LA,1,1,0,0,0.6,30,1,No
5,12,10:13:00,LA,0,0,0,0,0.2,25,1,Yes
5,12,14:30:00,TN,0,0,0,0,0.13,40,1,Yes
5,12,15:35:00,LA,0,0,0,0,0.54,20,1,Yes
5,15,17:45:00,IA,0,0,0,4000,0.98,50,1,Yes
5,16,13:45:00,OK,0,0,0,0,0.09,25,1,Yes
5,16,14:04:00,TX,0,0,0,0,0.09,25,1,Yes
5,16,15:39:00,TX,0,0,0,0,1.39,50,1,Yes
5,16,15:42:00,WI,3,25,1,10520000,82.53,1320,1,No
5,16,15:43:00,NE,0,0,0,3000,1.83,35,1,Yes
5,16,15:53:00,TX,0,0,0,0,0.06,25,1,Yes
5,16,16:16:00,TX,1,0,0,0,0.09,25,1,No
5,16,16:25:00,TX,2,0,0,0,9.18,1250,1,No
5,16,16:45:00,TX,0,0,0,0,0.29,25,1,Yes
5,16,16:49:00,KS,1,0,0,0,4.03,50,1,No
5,16,16:50:00,TX,0,0,0,0,2.26,25,1,Yes
5,16,17:08:00,OK,-9,0,0,0,1,20,1,No
5,16,17:18:00,OK,2,0,0,40000,10.25,150,1,No
5,16,17:23:00,OK,-9,0,0,0,1.13,50,1,No
5,16,17:36:00,NE,0,0,0,0,0.1,20,1,Yes
5,16,17:45:00,OK,1,0,0,1000,0.75,50,1,No
5,16,17:46:00,OK,2,10,1,25020000,18,1000,1,No
5,16,18:59:00,KS,3,2,0,658000,26.64,300,1,No
5,16,19:12:00,WI,0,0,0,0,0.33,175,1,Yes
5,16,19:48:00,KS,0,0,0,0,0.34,75,1,Yes
5,17,0:24:00,NE,1,0,0,0,2.19,50,1,No
5,17,13:10:00,IA,0,0,0,0,0.02,10,1,Yes
5,17,13:42:00,IA,0,0,0,0,0.02,10,1,Yes
5,17,14:48:00,NE,1,0,0,0,0.37,50,1,No
5,17,15:16:00,IA,1,0,0,0,3.22,25,1,No
5,17,15:29:00,MN,0,0,0,10000,0.79,30,1,Yes
5,17,16:04:00,IL,0,0,0,0,0.71,25,1,Yes
5,17,16:21:00,WI,1,0,0,60000,1.06,250,1,No
5,17,17:36:00,IA,1,0,0,0,5.95,40,1,No
5,17,17:50:00,IA,0,0,0,2000,0.2,30,1,Yes
5,17,18:35:00,MN,0,0,0,10000,0.26,30,1,Yes
5,17,18:44:00,IA,1,0,0,2000,2.14,25,1,No
5,17,19:00:00,IL,1,0,0,40000,8.11,150,1,No
5,17,19:44:00,IL,1,0,0,0,2.06,50,1,No
5,17,20:20:00,IL,2,1,0,40000,1.29,50,1,No
5,17,21:21:00,IL,1,0,0,100000,10.3,100,1,No
5,18,13:02:00,OK,-9,0,0,0,0.7,50,1,No
5,18,13:11:00,OK,0,0,0,5000,1.2,75,1,Yes
5,18,14:29:00,CO,-9,0,0,0,2.88,75,1,No
5,18,14:29:00,OK,1,0,0,5000,6.05,100,1,No
5,18,14:40:00,OK,-9,0,0,0,0.5,100,1,No
5,18,15:03:00,KS,0,0,0,0,0.58,50,1,Yes
5,18,15:04:00,TX,-9,0,0,0,0.2,50,1,No
5,18,15:11:00,OK,-9,0,0,0,0.2,50,1,No
5,18,15:14:00,KS,0,0,0,0,0.49,50,1,Yes
5,18,15:18:00,KS,0,0,0,0,0.35,50,1,Yes
5,18,15:20:00,OK,-9,0,0,0,0.2,30,1,No
5,18,15:23:00,OK,0,0,0,10000,8.6,200,1,Yes
5,18,15:30:00,KS,0,0,0,0,0.11,50,1,Yes
5,18,15:33:00,OK,0,0,0,5000,0.2,50,1,Yes
5,18,15:33:00,KS,0,0,0,0,0.56,50,1,Yes
5,18,15:37:00,OK,-9,0,0,0,0.2,30,1,No
5,18,15:40:00,OK,-9,0,0,0,0.3,50,1,No
5,18,15:48:00,TX,-9,0,0,0,1.2,50,1,No
5,18,15:49:00,OK,1,0,0,2000,9,200,1,No
5,18,15:54:00,TX,2,0,0,100000,2,100,1,No
5,18,15:57:00,OK,-9,0,0,0,0.2,50,1,No
5,18,16:05:00,OK,0,0,0,12000,3.42,50,1,Yes
5,18,16:23:00,KS,0,0,0,0,0.21,50,1,Yes
5,18,16:49:00,KS,0,0,0,0,0.62,50,1,Yes
5,18,16:52:00,KS,0,0,0,0,0.01,25,1,Yes
5,18,17:31:00,KS,0,0,0,0,0.34,50,1,Yes
5,18,18:00:00,OK,0,0,0,2000,0.2,50,1,Yes
5,18,18:41:00,TX,1,0,0,0,3.3,450,1,No
5,18,19:04:00,TX,0,0,0,0,0.42,50,1,Yes
5,18,19:38:00,TX,1,0,0,0,4.36,880,1,No
5,18,20:13:00,OK,0,0,0,5000,0.6,75,1,Yes
5,18,20:46:00,OK,1,0,0,30000,8.2,1000,1,No
5,18,20:56:00,OK,1,0,0,15000,4.6,1000,1,No
5,18,20:57:00,OK,2,0,0,175000,13.7,850,1,No
5,18,21:11:00,OK,1,0,0,75000,4.7,500,1,No
5,18,21:15:00,OK,1,0,0,25000,3.8,450,1,No
5,18,21:25:00,OK,1,0,0,125000,8.8,600,1,No
5,18,21:30:00,OK,1,0,0,25000,5,500,1,No
5,18,21:35:00,OK,1,0,0,20000,5.3,900,1,No
5,18,21:37:00,OK,1,0,0,25000,2,400,1,No
5,18,21:39:00,OK,1,0,0,120000,10.3,700,1,No
5,18,21:40:00,OK,2,0,0,350000,2.8,400,1,No
5,18,21:41:00,OK,1,0,0,20000,3.7,350,1,No
5,18,21:45:00,OK,1,0,0,0,16.6,650,1,No
5,18,21:48:00,OK,1,0,0,200000,12.7,650,1,No
5,18,22:01:00,OK,1,0,0,0,5.8,800,1,No
5,18,23:07:00,AR,0,0,0,40000,2,225,1,Yes
5,18,23:23:00,MO,1,0,0,100000,1,100,1,No
5,19,0:04:00,MO,0,0,0,50000,0.12,100,1,Yes
5,19,0:28:00,MO,0,1,0,10000,0.25,75,1,Yes
5,19,0:30:00,MO,1,0,0,0,8.7,200,1,No
5,19,0:54:00,MO,0,0,0,100000,2.49,200,1,Yes
5,19,1:00:00,MO,0,0,0,100000,3,500,1,Yes
5,19,1:15:00,MO,1,0,0,10000,2,300,1,No
5,19,2:00:00,MO,0,0,0,5000,0.25,50,1,Yes
5,19,2:12:00,MO,0,0,0,50000,0.75,300,1,Yes
5,19,3:15:00,MO,1,0,0,0,1.58,50,1,No
5,19,3:23:00,MO,0,0,0,0,3.98,75,1,Yes
5,19,13:55:00,MO,1,0,0,50000,2.03,10,1,No
5,19,14:10:00,MO,0,0,0,50000,4.1,300,1,Yes
5,19,14:22:00,IN,1,0,0,250000,0.23,50,1,No
5,19,14:23:00,TX,-9,0,0,0,0.03,30,1,No
5,19,14:37:00,KS,0,0,0,0,0.38,50,1,Yes
5,19,14:42:00,MO,1,0,0,50000,4.23,300,1,No
5,19,14:53:00,KS,0,0,0,0,2.98,150,1,Yes
5,19,14:57:00,MO,0,0,0,5000,1,100,1,Yes
5,19,15:05:00,MO,0,0,0,0,0.86,100,1,Yes
5,19,15:11:00,KS,0,0,0,0,2.22,50,1,Yes
5,19,15:12:00,MO,0,0,0,0,0.47,75,1,Yes
5,19,15:14:00,KS,0,0,0,0,4.5,75,1,Yes
5,19,15:19:00,MO,0,0,0,5000,0.58,100,1,Yes
5,19,15:22:00,KS,0,0,0,0,0.21,50,1,Yes
5,19,15:53:00,KS,0,0,0,0,0.32,50,1,Yes
5,19,16:10:00,KS,0,0,0,0,0.31,50,1,Yes
5,19,16:32:00,KS,0,0,0,0,0.68,50,1,Yes
5,19,16:37:00,KS,0,0,0,0,0.64,50,1,Yes
5,19,17:00:00,TX,-9,0,0,0,0.5,50,1,No
5,19,17:27:00,MO,1,0,0,0,0.95,75,1,No
5,19,18:15:00,KS,0,0,0,0,0.02,20,1,Yes
5,19,18:22:00,OK,-9,0,0,0,0.2,50,1,No
5,19,18:24:00,OK,-9,0,0,0,0.2,50,1,No
5,19,18:27:00,TX,-9,0,0,0,0.08,25,1,No
5,19,18:31:00,OK,-9,0,0,0,0.2,50,1,No
5,19,18:47:00,OK,-9,0,0,0,2,400,1,No
5,19,18:48:00,KS,0,0,0,0,0.21,50,1,Yes
5,19,19:09:00,KS,0,0,0,0,0.01,25,1,Yes
5,19,19:25:00,KS,1,0,0,0,0.8,60,1,No
5,19,19:38:00,KS,0,0,0,0,0.01,25,1,Yes
5,19,20:32:00,OK,-9,0,0,0,1.5,50,1,No
5,19,20:44:00,OK,-9,0,0,0,2,50,1,No
5,19,20:56:00,OK,-9,0,0,0,6,50,1,No
5,19,21:13:00,OK,-9,0,0,0,3,50,1,No
5,20,17:10:00,IN,1,0,0,75000,0.16,30,1,No
5,20,17:34:00,IN,0,0,0,0,1.22,50,1,Yes
5,20,17:40:00,IN,1,0,0,20000,0.08,40,1,No
5,20,18:40:00,IN,1,0,0,40000,1.45,40,1,No
5,21,13:55:00,TX,0,0,0,5000,7.23,20,1,Yes
5,21,18:29:00,NM,0,0,0,0,2.23,50,1,Yes
