Rk.,Player,Result,Game Date,EV (MPH),LA (Â°),Pitch (MPH),Dist (ft),Vs.,var10
362,Brandon Lowe,home_run,2019,110,31,91.2,441,BOS,Graphs
363,Manny Machado,home_run,2019,112,25,89.7,441,LAD,Graphs
364,Shohei Ohtani,home_run,2019,107.1,24,83,441,BAL,Graphs
365,Josh Donaldson,home_run,2019,109.7,24,87.5,441,WSH,Graphs
366,Danny Santana,home_run,2019,107.7,27,93.7,441,MIN,Graphs
367,Vladimir Guerrero Jr.,home_run,2019,107.6,25,95.9,441,DET,Graphs
368,Mike Trout,home_run,2019,111,29,84.7,441,LAD,Graphs
369,Michael Chavis,home_run,2019,108.5,23,94.8,441,TB,Graphs
370,Paul Goldschmidt,home_run,2019,107.8,27,92.6,441,PIT,Graphs
371,Michael Chavis,home_run,2019,110.2,27,85.4,441,DET,Graphs
372,Daniel Vogelbach,home_run,2019,106.7,29,91.9,441,LAA,Graphs
373,Joey Gallo,home_run,2019,111,31,85.3,441,LAA,Graphs
374,Steven Brault,home_run,2019,102.5,27,95,441,COL,Graphs
375,Dwight Smith,home_run,2019,107.4,27,90.7,440,OAK,Graphs
376,Giancarlo Stanton,home_run,2019,109.9,24,78.8,440,TEX,Graphs
377,Willson Contreras,home_run,2019,113.1,22,89.6,440,SEA,Graphs
378,Rougned Odor,home_run,2019,108.5,29,88.5,440,NYY,Graphs
379,Kevin Pillar,home_run,2019,107.2,29,93,440,STL,Graphs
380,Jose Osuna,home_run,2019,104,30,96.4,440,COL,Graphs
381,Fernando Tatis Jr.,home_run,2019,111.6,23,93.6,440,STL,Graphs
382,Travis Shaw,home_run,2019,106.2,31,90.9,440,HOU,Graphs
383,Tim Anderson,home_run,2019,107.3,24,95.5,440,TEX,Graphs
384,Jose Martinez,home_run,2019,110.8,25,93,440,CHC,Graphs
385,Raimel Tapia,home_run,2019,101.5,30,84.7,440,SF,Graphs
386,Adam Duvall,home_run,2019,108.9,28,90.8,440,WSH,Graphs
387,Ryan O'Hearn,home_run,2019,107,24,93.4,440,CWS,Graphs
388,Elvis Andrus,home_run,2019,106.4,26,87.5,440,SEA,Graphs
389,Mike Trout,home_run,2019,114.4,20,85.3,440,SEA,Graphs
390,Christian Yelich,home_run,2019,110.5,34,81.1,440,NYM,Graphs
391,George Springer,home_run,2019,111.8,25,86.7,440,OAK,Graphs
392,Wil Myers,home_run,2019,105.5,28,92.4,440,PHI,Graphs
393,Jose Abreu,home_run,2019,105.9,27,77.4,440,PHI,Graphs
394,Paul DeJong,home_run,2019,106,26,96.2,440,CHC,Graphs
395,Austin Meadows,home_run,2019,109,29,90.6,440,BOS,Graphs
396,Alex Bregman,home_run,2019,102.4,22,92.7,440,TEX,Graphs
397,Max Muncy,home_run,2019,107.9,33,95.8,440,PHI,Graphs
398,Trea Turner,home_run,2019,110,25,97.6,440,NYM,Graphs
399,Kyle Schwarber,home_run,2019,111.6,26,85.2,440,SEA,Graphs
400,Kole Calhoun,home_run,2019,106.7,29,96.3,440,OAK,Graphs
401,Harrison Bader,home_run,2019,106.5,26,98,440,MIL,Graphs
402,Jorge Soler,home_run,2019,107.5,22,80.4,440,DET,Graphs
403,Gary Sanchez,home_run,2019,111.9,30,89.6,440,BAL,Graphs
404,Brian Anderson,home_run,2019,108.3,24,84.8,440,SD,Graphs
405,Michael Conforto,home_run,2019,110.3,33,96.8,440,MIA,Graphs
406,Javier Baez,home_run,2019,107.4,22,94.4,440,COL,Graphs
407,Hunter Pence,home_run,2019,108.8,26,91.2,439,MIN,Graphs
408,Shin-Soo Choo,home_run,2019,110.2,32,94,439,LAA,Graphs
409,Marcell Ozuna,home_run,2019,109.4,32,82.5,439,ATL,Graphs
410,Roman Quinn,home_run,2019,101.2,28,93.3,439,SD,Graphs
411,Josh Donaldson,home_run,2019,104.8,29,85.5,439,PIT,Graphs
412,Nomar Mazara,home_run,2019,109.7,23,85.5,439,HOU,Graphs
413,Roberto Perez,home_run,2019,109.1,27,88.2,439,MIN,Graphs
414,Hunter Pence,home_run,2019,106.4,29,81.7,439,OAK,Graphs
415,Kris Bryant,home_run,2019,108,27,89.1,439,OAK,Graphs
416,Yordan Alvarez,home_run,2019,109.6,21,79.6,439,TOR,Graphs
417,Jose Abreu,home_run,2019,111.1,20,86.8,439,HOU,Graphs
418,Mark Reynolds,home_run,2019,109.1,23,81.2,439,ATL,Graphs
419,Paul Goldschmidt,home_run,2019,110.2,29,88.3,439,MIA,Graphs
420,David Peralta,home_run,2019,106.6,29,79.5,439,PHI,Graphs
421,Javier Baez,home_run,2019,109.3,24,83.1,439,MIA,Graphs
422,Curtis Granderson,home_run,2019,107,23,96.5,439,ATL,Graphs
423,Victor Caratini,home_run,2019,106.3,23,81.7,439,MIL,Graphs
424,Jose Abreu,home_run,2019,112.9,28,86,439,LAA,Graphs
425,Miguel Sano,home_run,2019,108.9,32,89.2,439,KC,Graphs
426,Russell Martin,home_run,2019,104.5,28,92.1,439,COL,Graphs
427,Aaron Hicks,home_run,2019,103.8,33,95.3,439,COL,Graphs
428,Alex Verdugo,home_run,2019,105.8,25,88.2,439,COL,Graphs
429,Christian Walker,home_run,2019,107,25,96,439,MIA,Graphs
430,Greg Allen,home_run,2019,105.9,26,91.9,439,MIN,Graphs
431,Freddie Freeman,home_run,2019,110.5,32,98.2,439,NYM,Graphs
432,Jorge Soler,home_run,2019,109,32,89.3,439,CWS,Graphs
433,Daniel Palka,home_run,2019,106.4,27,94.9,439,CLE,Graphs
434,Avisail Garcia,home_run,2019,113.1,22,78.9,439,SEA,Graphs
435,Josh Donaldson,home_run,2019,109.3,25,96,439,PHI,Graphs
436,Ryan O'Hearn,home_run,2019,107.4,29,85.7,439,DET,Graphs
437,Christian Yelich,home_run,2019,108.1,24,91.4,439,MIA,Graphs
438,Ketel Marte,home_run,2019,105.9,29,91.4,439,COL,Graphs
439,Joey Gallo,home_run,2019,110.3,32,92.5,439,LAA,Graphs
440,Luke Voit,home_run,2019,106.7,35,84,439,TOR,Graphs
441,Josh Donaldson,home_run,2019,105.6,24,80,439,NYM,Graphs
442,Vladimir Guerrero Jr.,home_run,2019,111.3,23,89.9,438,SF,Graphs
443,Adam Duvall,home_run,2019,106.7,23,91.3,438,LAD,Graphs
444,Eloy Jimenez,home_run,2019,108.7,24,85.6,438,CHC,Graphs
445,Christian Vazquez,home_run,2019,107.3,24,82.1,438,TOR,Graphs
446,Albert Almora Jr.,home_run,2019,105.5,24,94.4,438,PIT,Graphs
447,Gleyber Torres,home_run,2019,108.5,30,86,438,SEA,Graphs
448,Lourdes Gurriel Jr.,home_run,2019,107.5,26,89.5,438,DET,Graphs
449,Jorge Alfaro,home_run,2019,111.7,21,88.6,438,SF,Graphs
450,Matt Adams,home_run,2019,111.7,30,91.9,438,ARI,Graphs
451,Stephen Vogt,home_run,2019,109.6,25,90.5,438,COL,Graphs
452,Pablo Sandoval,home_run,2019,108.3,30,89.8,438,NYM,Graphs
453,Evan Longoria,home_run,2019,106.7,28,84.8,438,PHI,Graphs
454,Edwin Encarnacion,home_run,2019,108.5,29,80,438,LAA,Graphs
455,Bryce Harper,home_run,2019,111,24,96.7,438,NYM,Graphs
456,Corey Dickerson,home_run,2019,107,29,90.1,438,CWS,Graphs
457,Michael Chavis,home_run,2019,108.2,26,87.1,438,CWS,Graphs
458,Max Kepler,home_run,2019,112.3,26,86.4,438,BAL,Graphs
459,Marcus Semien,home_run,2019,104.4,28,94.3,438,TEX,Graphs
460,Trey Mancini,home_run,2019,108.4,22,90.9,438,LAA,Graphs
461,C.J. Cron,home_run,2019,112.1,23,84.4,438,KC,Graphs
462,Fernando Tatis Jr.,home_run,2019,110.1,24,95.1,438,CIN,Graphs
463,Jorge Soler,home_run,2019,110.7,27,90.6,438,PHI,Graphs
464,Ramon Laureano,home_run,2019,109.7,24,83.6,438,BOS,Graphs
465,Yoan Moncada,home_run,2019,108.9,26,94.9,438,CLE,Graphs
466,Matt Adams,home_run,2019,104.5,26,93,438,MIL,Graphs
467,Miguel Sano,home_run,2019,113.2,29,91.4,438,LAA,Graphs
468,Franmil Reyes,home_run,2019,111.1,22,86.3,438,PHI,Graphs
469,Mike Yastrzemski,home_run,2019,106,26,96.1,438,ARI,Graphs
470,Starlin Castro,home_run,2019,104.5,25,91.1,438,TB,Graphs
471,Paul DeJong,home_run,2019,104,27,92.5,438,SF,Graphs
472,Albert Pujols,home_run,2019,103.4,24,93.5,438,CLE,Graphs
473,Austin Riley,home_run,2019,109.1,27,89.9,438,STL,Graphs
474,Ronald Guzman,home_run,2019,106.9,28,82.3,438,DET,Graphs
475,Austin Meadows,home_run,2019,108.6,21,91,438,BAL,Graphs
476,Michael Brantley,home_run,2019,101.9,28,84,438,CIN,Graphs
477,Justin Smoak,home_run,2019,106.1,31,97.8,438,COL,Graphs
478,Mike Trout,home_run,2019,107,29,84.5,438,CWS,Graphs
479,Ronald Acuna Jr.,home_run,2019,109.1,32,82.1,438,PIT,Graphs
480,Trey Mancini,home_run,2019,107.9,25,91.5,438,WSH,Graphs
481,Gary Sanchez,home_run,2019,112.3,20,87.1,438,BAL,Graphs
482,Christian Walker,home_run,2019,109.4,28,88.9,438,MIL,Graphs
483,Tyler Flowers,home_run,2019,108.5,29,94.6,438,COL,Graphs
484,Austin Riley,home_run,2019,109.8,26,90.8,438,WSH,Graphs
485,Travis Shaw,home_run,2019,106.7,30,94,438,STL,Graphs
486,Mookie Betts,home_run,2019,105.1,28,81.8,438,MIN,Graphs
487,Ronald Acuna Jr.,home_run,2019,110,30,88.2,437,MIL,Graphs
488,Jorge Soler,home_run,2019,111.4,32,92.7,437,CLE,Graphs
489,Jose Abreu,home_run,2019,110.6,30,80.2,437,KC,Graphs
490,Kevin Kiermaier,home_run,2019,108.3,23,90.6,437,SF,Graphs
491,Abraham Almonte,home_run,2019,104.4,26,96.9,437,MIA,Graphs
492,Juan Soto,home_run,2019,111.8,25,95.7,437,NYM,Graphs
493,Anthony Rizzo,home_run,2019,110.5,29,87.7,437,PHI,Graphs
494,Rafael Devers,home_run,2019,101.8,25,88,437,COL,Graphs
495,Scott Kingery,home_run,2019,111.4,26,92.6,437,ATL,Graphs
496,Pete Alonso,home_run,2019,108.2,28,96.2,437,CIN,Graphs
497,Jordan Luplow,home_run,2019,104.3,33,88.6,437,MIN,Graphs
498,Paul DeJong,home_run,2019,107.9,34,93.8,437,CHC,Graphs
499,Charlie Culberson,home_run,2019,106.4,24,92.7,437,WSH,Graphs
500,Ketel Marte,home_run,2019,107,23,94.1,437,SF,Graphs
501,Marcell Ozuna,home_run,2019,109.5,25,90.2,437,CHC,Graphs
502,Manny Machado,home_run,2019,110.5,28,88,437,LAD,Graphs
503,Trevor Story,home_run,2019,101.6,32,90.6,437,ARI,Graphs
504,Gio Urshela,home_run,2019,107,26,83.4,437,BOS,Graphs
505,Jay Bruce,home_run,2019,105.6,26,93.7,437,CLE,Graphs
506,Jake Cave,home_run,2019,103.7,33,80.4,437,KC,Graphs
507,Todd Frazier,home_run,2019,107.1,27,94.1,437,WSH,Graphs
508,Ryan McMahon,home_run,2019,104.1,28,80.8,437,PHI,Graphs
509,Carlos Correa,home_run,2019,111.7,20,90.9,437,DET,Graphs
510,Rougned Odor,home_run,2019,107.8,23,89.6,437,OAK,Graphs
511,Paul Goldschmidt,home_run,2019,111.5,24,92.6,437,PIT,Graphs
512,Carlos Correa,home_run,2019,104.9,25,90.1,437,OAK,Graphs
513,Mike Trout,home_run,2019,109.7,27,87.2,437,OAK,Graphs
514,Francisco Lindor,home_run,2019,103.7,24,92.2,437,CWS,Graphs
515,Juan Soto,home_run,2019,109.2,28,82.2,437,ATL,Graphs
516,Ronald Acuna Jr.,home_run,2019,106.3,27,89.3,437,NYM,Graphs
517,Marwin Gonzalez,home_run,2019,107.7,28,95.9,437,TOR,Graphs
518,Kyle Schwarber,home_run,2019,112,30,91.6,437,PIT,Graphs
519,Ryan Zimmerman,home_run,2019,110.6,31,88.4,437,MIA,Graphs
520,Chad Pinder,home_run,2019,108.1,30,79.6,437,DET,Graphs
521,Rafael Devers,home_run,2019,111.3,22,92.2,437,NYY,Graphs
522,Pete Alonso,home_run,2019,104.7,32,89.1,437,MIA,Graphs
523,Dwight Smith,home_run,2019,106.3,25,90.9,437,COL,Graphs
524,Garrett Cooper,home_run,2019,107.8,24,93.8,437,PHI,Graphs
525,Tyler Flowers,home_run,2019,109,23,95.6,437,MIL,Graphs
526,Ronald Acuna Jr.,home_run,2019,108.9,28,79.2,436,PIT,Graphs
527,Rougned Odor,home_run,2019,110.2,34,95,436,CLE,Graphs
528,Mitch Moreland,home_run,2019,108.9,27,92.7,436,SEA,Graphs
529,Austin Meadows,home_run,2019,110.2,31,80.8,436,TOR,Graphs
530,Garrett Hampson,home_run,2019,105,24,89.5,436,SD,Graphs
531,Brandon Lowe,home_run,2019,114.3,31,86.6,436,TOR,Graphs
532,Phillip Ervin,home_run,2019,106.3,24,94.6,436,MIA,Graphs
533,Trea Turner,home_run,2019,104.6,25,83,436,MIN,Graphs
534,Cameron Maybin,home_run,2019,106.5,25,79,436,BAL,Graphs
535,Albert Pujols,home_run,2019,106.7,25,93.7,436,SEA,Graphs
536,AJ Reed,home_run,2019,106.7,29,81.4,436,KC,Graphs
537,Miguel Sano,home_run,2019,108.3,26,88.4,436,DET,Graphs
538,Nelson Cruz,home_run,2019,107.3,23,81.9,436,OAK,Graphs
539,Michael Conforto,home_run,2019,111.5,32,87.4,436,CHC,Graphs
540,Nelson Cruz,home_run,2019,111.8,23,95.3,436,NYY,Graphs
541,Luke Voit,home_run,2019,104.5,34,88.3,436,BOS,Graphs
542,John Ryan Murphy,home_run,2019,107.1,30,90.3,436,SD,Graphs
543,Gary Sanchez,home_run,2019,109.4,28,83,436,OAK,Graphs
544,Derek Dietrich,home_run,2019,110.2,32,91.7,436,PIT,Graphs
545,Nick Castellanos,home_run,2019,105.2,29,90.1,436,WSH,Graphs
546,Ronald Acuna Jr.,home_run,2019,111.5,31,90.6,436,NYM,Graphs
547,JaCoby Jones,home_run,2019,107.4,28,96.2,436,HOU,Graphs
548,Mark Canha,home_run,2019,107.8,30,93.1,436,BAL,Graphs
549,Trevor Story,home_run,2019,103.8,33,92.9,436,SD,Graphs
550,Joey Gallo,home_run,2019,115.1,25,91.3,436,LAA,Graphs
551,Ian Happ,home_run,2019,107.1,24,89.7,436,STL,Graphs
552,Renato Nunez,home_run,2019,108.8,23,91.3,436,COL,Graphs
553,Ketel Marte,home_run,2019,108.5,31,93.5,436,SF,Graphs
554,Leonys Martin,home_run,2019,106.6,29,93,436,DET,Graphs
555,Rafael Devers,home_run,2019,110.7,26,94.1,436,CWS,Graphs
556,Austin Meadows,home_run,2019,106.4,23,87.2,436,TOR,Graphs
557,Gary Sanchez,home_run,2019,112.6,32,92.9,436,SD,Graphs
558,Joey Gallo,home_run,2019,109.5,30,88.2,436,TB,Graphs
559,Gregory Polanco,home_run,2019,105.8,29,85.4,436,COL,Graphs
560,Yordan Alvarez,home_run,2019,112.5,25,90.3,436,COL,Graphs
561,James McCann,home_run,2019,106.3,28,79.5,436,CLE,Graphs
562,George Springer,home_run,2019,111.6,22,91.5,436,KC,Graphs
563,Mike Moustakas,home_run,2019,105.9,29,81,436,PIT,Graphs
564,Nelson Cruz,home_run,2019,109.9,27,92.5,436,NYY,Graphs
565,Nomar Mazara,home_run,2019,110.4,24,91.6,436,TOR,Graphs
566,Andrew Benintendi,home_run,2019,104.8,30,82.7,436,NYY,Graphs
567,Josh Reddick,home_run,2019,102.4,27,79.2,436,SEA,Graphs
568,Eloy Jimenez,home_run,2019,106.9,22,93.3,436,DET,Graphs
569,Mike Zunino,home_run,2019,108.8,30,80.2,436,SEA,Graphs
570,Matt Chapman,home_run,2019,108.7,22,90.7,436,LAA,Graphs
571,Franmil Reyes,home_run,2019,107.7,23,87.8,436,DET,Graphs
572,Roberto Perez,home_run,2019,105.3,27,87.6,436,TEX,Graphs
573,Vladimir Guerrero Jr.,home_run,2019,104.6,27,89,436,COL,Graphs
574,Bo Bichette,home_run,2019,107.7,21,78.7,436,KC,Graphs
575,Chad Pinder,home_run,2019,105.9,28,71.9,435,DET,Graphs
576,Ian Desmond,home_run,2019,107,25,79.8,435,ARI,Graphs
577,Gio Urshela,home_run,2019,107.4,25,91,435,TEX,Graphs
578,Roberto Perez,home_run,2019,112.8,27,88.5,435,DET,Graphs
579,Ian Desmond,home_run,2019,113.6,19,84.7,435,NYM,Graphs
580,Jedd Gyorko,home_run,2019,105.6,33,91.1,435,ATL,Graphs
581,Nolan Arenado,home_run,2019,104.7,31,97.5,435,MIA,Graphs
582,Howie Kendrick,home_run,2019,108.8,30,94.3,435,PIT,Graphs
583,Edwin Encarnacion,home_run,2019,112,27,96.5,435,TB,Graphs
584,Jorge Soler,home_run,2019,109.8,27,80.8,435,HOU,Graphs
585,Ronny Rodriguez,home_run,2019,105.5,32,80.9,435,HOU,Graphs
586,Brandon Lowe,home_run,2019,106.1,26,84.7,435,BOS,Graphs
587,Leonys Martin,home_run,2019,108.3,26,89.2,435,DET,Graphs
588,Jonathan Schoop,home_run,2019,104.1,26,84.5,435,BAL,Graphs
589,Brian Dozier,home_run,2019,106,30,87.3,435,COL,Graphs
590,Cody Bellinger,home_run,2019,105.1,24,88.6,435,ARI,Graphs
591,Michael Chavis,home_run,2019,109.9,22,91.4,435,NYY,Graphs
592,Lucas Duda,home_run,2019,105.1,32,86.8,435,ATL,Graphs
593,Buster Posey,home_run,2019,104.1,27,92.1,435,MIL,Graphs
594,Daniel Vogelbach,home_run,2019,102.1,31,92.8,435,DET,Graphs
595,Christian Yelich,home_run,2019,106.2,30,92.3,435,LAD,Graphs
596,Nick Williams,home_run,2019,106.9,30,84.6,435,DET,Graphs
597,Xander Bogaerts,home_run,2019,108,18,89.7,435,COL,Graphs
598,Fernando Tatis Jr.,home_run,2019,108.9,26,78.8,435,BAL,Graphs
599,Trey Mancini,home_run,2019,106.5,34,94.1,435,ARI,Graphs
600,Anthony Santander,home_run,2019,106.8,26,75.9,435,TEX,Graphs
601,Mike Moustakas,home_run,2019,107.4,24,95.4,435,HOU,Graphs
602,Marwin Gonzalez,home_run,2019,106.5,28,87.1,435,BAL,Graphs
603,Justin Smoak,home_run,2019,107.4,26,94.5,435,CLE,Graphs
604,Brian Anderson,home_run,2019,104.6,28,77.9,435,PHI,Graphs
605,Justin Bour,home_run,2019,105.5,23,87.3,435,NYY,Graphs
606,Roberto Perez,home_run,2019,107.3,25,86.6,435,CWS,Graphs
607,Dominic Smith,home_run,2019,108.5,25,93.7,435,WSH,Graphs
608,Wil Myers,home_run,2019,104,33,95.5,435,COL,Graphs
609,Francisco Lindor,home_run,2019,112.8,27,96.8,435,CWS,Graphs
610,Ryan Cordell,home_run,2019,108,24,89.4,434,MIN,Graphs
611,Brandon Belt,home_run,2019,104.7,28,74.5,434,TOR,Graphs
612,Kyle Lewis,home_run,2019,108.9,29,93.7,434,CIN,Graphs
613,James McCann,home_run,2019,108.4,27,80.3,434,TEX,Graphs
614,J.T. Realmuto,home_run,2019,112.9,20,91.3,434,ATL,Graphs
615,Ji-Man Choi,home_run,2019,106.7,28,91.7,434,KC,Graphs
616,Tim Beckham,home_run,2019,107.1,24,90.1,434,STL,Graphs
617,Whit Merrifield,home_run,2019,102.2,34,89.2,434,DET,Graphs
618,Brad Miller,home_run,2019,109.7,22,92.8,434,PIT,Graphs
619,Tim Federowicz,home_run,2019,105.2,28,91.4,434,LAA,Graphs
620,Ronald Acuna Jr.,home_run,2019,111.6,26,87.1,434,COL,Graphs
621,Hunter Dozier,home_run,2019,110.6,27,94.4,434,DET,Graphs
622,Daniel Vogelbach,home_run,2019,105,23,91.5,434,CWS,Graphs
623,Matt Chapman,home_run,2019,106.4,27,84.6,434,SF,Graphs
624,Tim Federowicz,home_run,2019,103.6,25,82.9,434,OAK,Graphs
625,Travis Demeritte,home_run,2019,105.9,23,96.3,434,HOU,Graphs
626,Victor Caratini,home_run,2019,107.1,26,83.4,434,STL,Graphs
627,Lourdes Gurriel Jr.,home_run,2019,105.7,22,84.9,434,KC,Graphs
628,Travis d'Arnaud,home_run,2019,107.2,23,89.5,434,OAK,Graphs
629,Vladimir Guerrero Jr.,home_run,2019,109.9,18,95.3,434,NYY,Graphs
630,Jose Abreu,home_run,2019,108.8,23,88.7,434,SEA,Graphs
631,Anthony Rizzo,home_run,2019,113.2,25,94.3,434,TEX,Graphs
632,Eloy Jimenez,home_run,2019,111.3,32,81.1,434,HOU,Graphs
633,Jake Bauers,home_run,2019,104.3,29,94,434,NYY,Graphs
634,Freddie Freeman,home_run,2019,108,29,91.3,434,COL,Graphs
635,Corey Dickerson,home_run,2019,107.8,27,90,434,SF,Graphs
636,Joc Pederson,home_run,2019,108.8,26,90.6,434,SF,Graphs
637,Freddy Galvis,home_run,2019,105.4,33,88.5,434,BOS,Graphs
638,Matt Olson,home_run,2019,109.1,27,80.1,434,SEA,Graphs
639,Jonathan Lucroy,home_run,2019,105.2,23,86.8,434,MIN,Graphs
640,Orlando Arcia,home_run,2019,106.6,25,92.8,434,WSH,Graphs
641,Mike Trout,home_run,2019,110.9,22,91.7,434,TOR,Graphs
642,Adam Duvall,home_run,2019,107.8,31,95.1,434,CIN,Graphs
643,Roman Quinn,home_run,2019,105.7,28,92.3,434,DET,Graphs
644,Edwin Encarnacion,home_run,2019,112.7,23,95.4,434,TEX,Graphs
645,Willie Calhoun,home_run,2019,104.6,23,88.6,434,BOS,Graphs
646,Jonathan Villar,home_run,2019,108.2,22,92,434,KC,Graphs
647,Will Smith,home_run,2019,105,28,81.9,434,TOR,Graphs
648,J.D. Martinez,home_run,2019,108.1,24,85.7,434,COL,Graphs
649,Gary Sanchez,home_run,2019,112,34,85.6,434,SEA,Graphs
650,Justin Turner,home_run,2019,105.9,35,89.7,433,SD,Graphs
651,Ryan Braun,home_run,2019,106,31,83.6,433,STL,Graphs
652,Matt Olson,home_run,2019,109.3,24,91.6,433,TB,Graphs
653,Jonathan Lucroy,home_run,2019,107.5,29,89.7,433,PIT,Graphs
654,Harold Ramirez,home_run,2019,103.6,27,86.6,433,WSH,Graphs
655,Jackie Bradley Jr.,home_run,2019,107,22,94.8,433,HOU,Graphs
656,Eddie Rosario,home_run,2019,104.4,29,96.7,433,BOS,Graphs
657,Sam Travis,home_run,2019,108.1,23,82.7,433,LAA,Graphs
658,Ramon Laureano,home_run,2019,109.7,23,89,433,SEA,Graphs
659,Renato Nunez,home_run,2019,105.6,30,90.7,433,BOS,Graphs
660,Jose Martinez,home_run,2019,108.4,27,91.9,433,SF,Graphs
661,Gio Urshela,home_run,2019,107.8,24,95.1,433,SEA,Graphs
662,Ian Desmond,home_run,2019,105.7,26,95.1,433,MIL,Graphs
663,Matt Chapman,home_run,2019,107.6,26,84.3,433,TEX,Graphs
664,Dominic Smith,home_run,2019,106.5,29,91.1,433,SF,Graphs
665,David Dahl,home_run,2019,102.9,33,94.6,433,CIN,Graphs
666,Cody Bellinger,home_run,2019,108.1,34,76.5,433,BOS,Graphs
667,Eloy Jimenez,home_run,2019,111.2,23,90.7,433,MIN,Graphs
668,Eddie Rosario,home_run,2019,108.4,29,89.8,433,CLE,Graphs
669,Freddie Freeman,home_run,2019,107.7,32,90.5,433,MIL,Graphs
670,George Springer,home_run,2019,112,21,89.1,433,TEX,Graphs
671,George Springer,home_run,2019,110.1,22,82.4,433,OAK,Graphs
672,Eugenio Suarez,home_run,2019,107,31,82.6,433,MIL,Graphs
673,Charlie Blackmon,home_run,2019,105.9,36,94,433,SD,Graphs
674,Francisco Lindor,home_run,2019,109.2,26,93.7,433,MIN,Graphs
675,Joey Gallo,home_run,2019,110.7,35,82.5,433,HOU,Graphs
676,Max Kepler,home_run,2019,111,19,94.4,433,BAL,Graphs
677,Franmil Reyes,home_run,2019,105.1,25,93.7,433,BAL,Graphs
678,George Springer,home_run,2019,114.3,23,92.2,433,KC,Graphs
679,Lorenzo Cain,home_run,2019,105.3,32,77.5,433,COL,Graphs
680,Anthony Rizzo,home_run,2019,103.1,28,88.7,433,COL,Graphs
681,Joey Gallo,home_run,2019,109.6,33,92,433,CHC,Graphs
682,Rafael Devers,home_run,2019,103.9,29,88.7,433,NYY,Graphs
683,Marcus Semien,home_run,2019,105.4,25,95.5,433,TEX,Graphs
684,Tyler O'Neill,home_run,2019,107.2,31,95.2,433,PIT,Graphs
685,Melky Cabrera,home_run,2019,101.6,30,88,433,COL,Graphs
686,Charlie Blackmon,home_run,2019,100.9,30,96.3,433,SD,Graphs
687,Nelson Cruz,home_run,2019,108.7,22,79.6,433,CWS,Graphs
688,Nelson Cruz,home_run,2019,111,27,93.9,433,CWS,Graphs
689,Mike Yastrzemski,home_run,2019,101.9,29,87,433,COL,Graphs
690,Ryan McMahon,home_run,2019,105.4,23,94,433,SD,Graphs
691,Luis Urias,home_run,2019,105.3,31,82.2,433,ARI,Graphs
692,Eduardo Escobar,home_run,2019,103.6,31,91.4,433,COL,Graphs
693,Franmil Reyes,home_run,2019,107.3,31,85,433,DET,Graphs
694,Ryan Zimmerman,home_run,2019,109.1,24,87.8,433,ATL,Graphs
695,Scott Kingery,home_run,2019,105.8,32,97.6,433,NYM,Graphs
696,Victor Caratini,home_run,2019,105.3,29,96.1,433,OAK,Graphs
697,J.D. Martinez,home_run,2019,107.3,31,88.4,433,NYY,Graphs
698,Donovan Solano,home_run,2019,103.7,25,76.6,433,COL,Graphs
699,John Hicks,home_run,2019,107.9,25,95.2,433,BAL,Graphs
700,Ketel Marte,home_run,2019,104.1,25,92.5,433,WSH,Graphs
701,Tyler Naquin,home_run,2019,108.7,28,77.1,433,KC,Graphs
702,Tommy La Stella,home_run,2019,104.8,27,94.2,433,SEA,Graphs
703,Maikel Franco,home_run,2019,108.8,23,92,433,NYM,Graphs
704,Michael Brantley,home_run,2019,106.3,21,93.8,433,TEX,Graphs
705,Mike Trout,home_run,2019,108.6,33,90.9,433,TEX,Graphs
706,DJ LeMahieu,home_run,2019,104.9,26,82.2,433,BAL,Graphs
707,Guillermo Heredia,home_run,2019,105.2,26,85.9,433,BOS,Graphs
708,Max Muncy,home_run,2019,107.3,31,94.7,433,SF,Graphs
709,Eduardo Escobar,home_run,2019,104.6,27,94.6,432,WSH,Graphs
710,Tommy Pham,home_run,2019,106.4,25,94.9,432,DET,Graphs
711,Yu Chang,home_run,2019,105.6,26,94.3,432,LAA,Graphs
712,Alex Avila,home_run,2019,105,27,83.5,432,WSH,Graphs
713,Miguel Sano,home_run,2019,108.1,32,82.2,432,KC,Graphs
714,Kolten Wong,home_run,2019,101.1,27,89.4,432,COL,Graphs
715,Kevin Kiermaier,home_run,2019,107.3,22,95.6,432,SEA,Graphs
716,Eugenio Suarez,home_run,2019,108.9,25,83.3,432,COL,Graphs
717,Josh Bell,home_run,2019,111.3,25,86.3,432,PHI,Graphs
718,Eric Haase,home_run,2019,112.3,22,92.6,432,WSH,Graphs
719,Justin Upton,home_run,2019,104.9,24,85.2,432,BOS,Graphs
720,David Peralta,home_run,2019,106,29,82.8,432,ATL,Graphs
721,Miguel Sano,home_run,2019,110,36,91.5,432,KC,Graphs
722,Nolan Arenado,home_run,2019,105,27,84.2,432,TOR,Graphs
723,Yasiel Puig,home_run,2019,105.7,25,91.9,432,ATL,Graphs
724,Adam Jones,home_run,2019,105.8,30,83,432,ATL,Graphs
725,Tommy La Stella,home_run,2019,102.6,28,84.6,432,SEA,Graphs
726,J.D. Davis,home_run,2019,108.4,30,88.7,432,CHC,Graphs
727,Wil Myers,home_run,2019,109.4,33,89.2,432,TOR,Graphs
728,Harrison Bader,home_run,2019,110.6,24,89.5,432,MIL,Graphs
